AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Sex,Intact,hasName,Mix,isOneColored
A681222,,2014-06-17 16:23:00,Adoption,,Cat,Spayed Female,60,Siamese Mix,Lynx Point,Female,0,0,1,1
A714138,Archer,2015-10-19 18:06:00,Return_to_owner,,Dog,Neutered Male,365,Labrador Retriever Mix,Black/White,Male,0,1,1,0
A683286,,2014-07-12 19:50:00,Adoption,,Cat,Spayed Female,60,Domestic Longhair Mix,Torbie,Female,0,0,1,1
A679461,Liam,2014-07-06 15:20:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Black/White,Male,0,1,1,0
A678619,Ozzie,2014-05-18 18:27:00,Adoption,Offsite,Dog,Neutered Male,730,Shih Tzu/Norfolk Terrier,Red/White,Male,0,1,0,0
A662753,Gisele,2013-10-06 17:34:00,Adoption,,Cat,Spayed Female,365,Domestic Medium Hair Mix,Blue Tabby/White,Female,0,1,1,0
A709211,Simba,2015-08-15 14:23:00,Return_to_owner,,Cat,Neutered Male,150,Domestic Shorthair Mix,Orange Tabby,Male,0,1,1,1
A668660,Dasher,2014-03-13 11:29:00,Adoption,Foster,Cat,Neutered Male,150,Domestic Shorthair Mix,Black,Male,0,1,1,1
A675322,Lil Bit,2014-03-28 18:37:00,Adoption,,Cat,Spayed Female,150,Domestic Shorthair Mix,Blue Tabby,Female,0,1,1,1
A677879,Walter,2014-05-04 18:37:00,Adoption,,Cat,Neutered Male,60,Siamese Mix,Seal Point,Male,0,1,1,1
A676587,Marian,2014-04-13 12:31:00,Return_to_owner,,Dog,Spayed Female,365,Australian Shepherd Mix,White,Female,0,1,1,1
A716406,Peabody,2015-11-29 14:03:00,Transfer,Partner,Cat,Neutered Male,1825,Domestic Shorthair Mix,Orange Tabby,Male,0,1,1,1
A686202,Macarron,2014-08-30 12:48:00,Adoption,,Dog,Neutered Male,240,Labrador Retriever/Great Pyrenees,Brown/White,Male,0,1,0,0
A693334,Rabbit,2015-02-17 14:49:00,Adoption,,Dog,Spayed Female,365,Pit Bull Mix,Brown/White,Female,0,1,1,0
A693021,Itty Bitty K,2015-02-07 19:01:00,Adoption,,Cat,Spayed Female,240,Domestic Longhair Mix,Black/White,Female,0,1,1,0
A684912,Kai Franco,2014-08-03 18:15:00,Adoption,,Dog,Neutered Male,90,Labrador Retriever Mix,Black/White,Male,0,1,1,0
A701334,,2015-05-02 18:07:00,Adoption,,Dog,Neutered Male,60,Bluetick Hound Mix,Black/White,Male,0,0,1,0
A665019,Amber,2013-12-05 15:30:00,Adoption,,Cat,Spayed Female,2920,Domestic Shorthair Mix,Torbie,Female,0,1,1,1
A665961,,2013-10-29 16:00:00,Transfer,Partner,Dog,Intact Male,730,Anatol Shepherd Mix,Tricolor,Male,1,0,1,1
A624126,Blue,2013-11-19 12:26:00,Return_to_owner,,Dog,Neutered Male,365,Pit Bull Mix,Blue Tiger/White,Male,0,1,1,0
A615472,Jake,2015-09-26 11:04:00,Return_to_owner,,Dog,Neutered Male,1460,Labrador Retriever/Rottweiler,Black,Male,0,1,0,1
A683713,Harvey,2014-07-25 15:48:00,Return_to_owner,,Cat,Neutered Male,730,Domestic Shorthair Mix,Blue/White,Male,0,1,1,0
A681493,Charlie 2,2014-06-19 08:33:00,Transfer,Partner,Dog,Neutered Male,365,Shih Tzu,Tan,Male,0,1,1,1
A715005,Onyx,2015-11-17 00:00:00,Transfer,Partner,Cat,Spayed Female,60,Domestic Shorthair Mix,Black,Female,0,1,1,1
A696638,Sausalito,2015-03-29 12:06:00,Adoption,,Dog,Neutered Male,1460,Chihuahua Shorthair Mix,Tan,Male,0,1,1,1
A715814,Rae,2015-11-20 12:07:00,Adoption,,Dog,Spayed Female,120,Labrador Retriever Mix,Red/White,Female,0,1,1,0
A685809,Darcy,2014-08-22 17:52:00,Adoption,,Dog,Spayed Female,730,Dachshund/Australian Cattle Dog,Brown Brindle/White,Female,0,1,0,0
A705250,Nathan,2015-10-11 18:21:00,Adoption,Foster,Cat,Neutered Male,180,Domestic Shorthair Mix,Brown Tabby,Male,0,1,1,1
A684796,,2014-07-29 09:00:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Brown Tabby/White,Female,1,0,1,0
A671801,Andi,2014-02-03 13:25:00,Adoption,,Dog,Spayed Female,1095,Chihuahua Shorthair Mix,White/Tan,Female,0,1,1,0
A711553,Abbott,2015-12-30 08:12:00,Adoption,Foster,Dog,Neutered Male,1460,Cardigan Welsh Corgi Mix,Tricolor,Male,0,1,1,1
A676668,,2014-04-13 17:36:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Brown Tabby/White,Male,1,0,1,0
A681248,Loki,2014-06-20 13:18:00,Adoption,,Cat,Intact Female,30,Domestic Shorthair Mix,Black/White,Female,1,1,1,0
A673350,Skip,2014-02-24 11:13:00,Return_to_owner,,Dog,Intact Male,730,Chihuahua Shorthair Mix,Blue/Tan,Male,1,1,1,0
A696561,Zara,2015-02-08 18:08:00,Adoption,,Dog,Spayed Female,60,Rat Terrier/Miniature Poodle,White/Brown,Female,0,1,0,0
A716370,Bunk,2016-01-21 12:28:00,Adoption,Foster,Dog,Neutered Male,90,Boxer Mix,Black Brindle/White,Male,0,1,1,0
A691545,Maple,2014-11-09 17:31:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,Cream,Male,1,1,1,1
A687942,,2014-09-12 15:50:00,Transfer,Partner,Cat,Intact Male,7,Domestic Shorthair Mix,Orange Tabby/White,Male,1,0,1,0
A715803,,2015-11-11 16:45:00,Euthanasia,Suffering,Cat,Intact Male,30,Domestic Shorthair Mix,Black,Male,1,0,1,1
A702661,,2015-07-18 19:44:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Black,Male,0,0,1,1
A672166,Baxter,2014-02-14 15:04:00,Transfer,Partner,Dog,Intact Male,7,Yorkshire Terrier Mix,Tan,Male,1,1,1,1
A717570,Django,2015-12-15 17:25:00,Adoption,,Cat,Neutered Male,60,Domestic Medium Hair Mix,Orange Tabby/White,Male,0,1,1,0
A716109,Cassie,2015-11-28 15:34:00,Transfer,Partner,Dog,Spayed Female,210,Catahoula Mix,Brown,Female,0,1,1,1
A621716,Maizy,2015-09-14 12:30:00,Adoption,,Dog,Spayed Female,1825,Pit Bull Mix,Chocolate/White,Female,0,1,1,0
A705749,Lydia,2015-09-02 11:30:00,Adoption,,Dog,Spayed Female,730,English Bulldog Mix,White/Brown,Female,0,1,1,0
A704721,,2015-06-08 16:26:00,Transfer,Partner,Cat,Unknown,7,Domestic Shorthair Mix,Orange Tabby/White,NaN,NaN,0,1,0
A714486,,2015-10-27 19:08:00,Adoption,,Dog,Neutered Male,365,Chihuahua Shorthair Mix,Tricolor,Male,0,0,1,1
A665409,Treat,2013-10-19 15:33:00,Transfer,Partner,Cat,Intact Female,28,Domestic Longhair Mix,Black,Female,1,1,1,1
A702180,Danny,2015-10-08 18:33:00,Return_to_owner,,Dog,Neutered Male,2555,Jack Russell Terrier Mix,White/Brown,Male,0,1,1,0
A691814,Mitch,2015-02-06 16:58:00,Adoption,,Dog,Neutered Male,1460,Pug/Staffordshire,Fawn/Black,Male,0,1,0,0
A684647,,2014-07-28 18:44:00,Adoption,,Cat,Neutered Male,60,Domestic Shorthair Mix,Blue Tabby/White,Male,0,0,1,0
A713646,Spit Fire,2015-10-29 11:54:00,Transfer,Partner,Cat,Spayed Female,365,Domestic Shorthair Mix,Calico,Female,0,1,1,1
A683510,Errol,2014-07-19 16:35:00,Transfer,Partner,Cat,Intact Male,30,Domestic Shorthair Mix,Blue Tabby,Male,1,1,1,1
A710112,Nelson,2015-08-25 18:08:00,Transfer,Partner,Dog,Neutered Male,1095,Beagle/Dachshund,Black/Tan,Male,0,1,0,0
A686630,Lacey,2014-08-26 12:44:00,Adoption,,Dog,Spayed Female,90,Border Collie Mix,Chocolate/White,Female,0,1,1,0
A673065,Sadie,2014-03-24 18:38:00,Adoption,,Dog,Spayed Female,1095,Pit Bull,Red/White,Female,0,1,1,0
A689184,Pumpkin,2014-10-25 12:47:00,Adoption,Foster,Dog,Spayed Female,30,Golden Retriever Mix,Brown,Female,0,1,1,1
A570182,Chloe,2014-08-28 19:02:00,Adoption,,Dog,Spayed Female,1825,Beagle/Pug,Tan/Black,Female,0,1,0,0
A711830,Daisy,2015-11-16 17:48:00,Transfer,Partner,Dog,Spayed Female,730,Pit Bull Mix,Black Brindle/White,Female,0,1,1,0
A690913,Bert,2014-11-25 12:50:00,Transfer,Partner,Dog,Neutered Male,365,Pit Bull Mix,Blue/White,Male,0,1,1,0
A669663,Roxy,2013-12-29 17:51:00,Adoption,,Dog,Spayed Female,365,Chihuahua Shorthair Mix,Chocolate/White,Female,0,1,1,0
A705799,Scotty,2015-06-28 17:36:00,Adoption,,Dog,Neutered Male,60,Norfolk Terrier Mix,White/Buff,Male,0,1,1,0
A676271,,2014-07-12 17:49:00,Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair Mix,Brown Tabby,Female,0,0,1,1
A708810,Mini Mouse,2015-08-09 11:04:00,Transfer,Partner,Dog,Intact Female,3650,Chihuahua Shorthair Mix,Black/White,Female,1,1,1,0
A705186,,2015-06-14 14:31:00,Transfer,Partner,Cat,Unknown,14,Domestic Shorthair Mix,Orange Tabby,NaN,NaN,0,1,1
A702418,Emmett,2015-06-02 14:39:00,Adoption,,Dog,Intact Male,60,Chihuahua Shorthair Mix,Brown Merle,Male,1,1,1,1
A710473,Izzy,2015-09-05 15:27:00,Adoption,,Dog,Spayed Female,365,Catahoula Mix,Brown Brindle,Female,0,1,1,1
A691295,Max,2014-11-04 11:19:00,Return_to_owner,,Dog,Neutered Male,6570,Labrador Retriever/Australian Cattle Dog,Chocolate/White,Male,0,1,0,0
A529609,Billy Jean,2013-10-14 11:10:00,Return_to_owner,,Dog,Spayed Female,1825,Belgian Malinois/Australian Shepherd,Brown/Brown Merle,Female,0,1,0,0
A707673,Brunie,2015-07-24 11:48:00,Transfer,Partner,Cat,Spayed Female,2920,Domestic Medium Hair Mix,Calico,Female,0,1,1,1
A642081,Cachito,2013-12-27 19:11:00,Transfer,Partner,Dog,Neutered Male,3285,Pit Bull,Brown/White,Male,0,1,1,0
A704548,Ian,2015-07-03 19:02:00,Adoption,Foster,Dog,Neutered Male,30,German Shepherd/Boxer,Brown/Black,Male,0,1,0,0
A674325,Clint,2014-03-14 13:21:00,Adoption,,Cat,Neutered Male,365,Domestic Shorthair Mix,Cream Tabby,Male,0,1,1,1
A691962,,2014-11-15 17:55:00,Transfer,Partner,Dog,Intact Male,365,Chihuahua Shorthair Mix,Black,Male,1,0,1,1
A684054,Frank,2014-08-06 18:19:00,Euthanasia,Behavior,Dog,Neutered Male,730,Pit Bull Mix,Chocolate/White,Male,0,1,1,0
A709514,,2015-08-11 14:56:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,Brown Tabby/White,Male,1,0,1,0
A696553,Chica,2015-02-09 18:52:00,Return_to_owner,,Dog,Intact Female,300,German Shepherd Mix,Black/Brown,Female,1,1,1,0
A682967,,2014-07-10 17:17:00,Adoption,,Dog,Spayed Female,1095,Dachshund Mix,Black/Tan,Female,0,0,1,0
A692800,,2014-11-26 09:00:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Brown Tabby/White,Female,1,0,1,0
A712857,Collin,2015-10-07 00:00:00,Transfer,Partner,Dog,Intact Male,730,American Pit Bull Terrier Mix,Brown Brindle,Male,1,1,1,1
A676122,,2014-04-05 15:00:00,Euthanasia,Suffering,Dog,Intact Male,240,Pit Bull Mix,Black/White,Male,1,0,1,0
A693025,Copper,2014-12-09 15:18:00,Transfer,Partner,Dog,Neutered Male,365,Dachshund/Chihuahua Shorthair,Black/Tan,Male,0,1,0,0
A718064,Milo,2015-12-22 11:03:00,Transfer,Partner,Dog,Intact Male,1095,Lhasa Apso Mix,Gray/White,Male,1,1,1,0
A709838,Bandito,2015-08-23 11:36:00,Return_to_owner,,Dog,Intact Male,2190,Yorkshire Terrier Mix,Sable,Male,1,1,1,1
A671025,Cody,2014-10-14 15:45:00,Transfer,Partner,Dog,Neutered Male,365,Maltese/Miniature Poodle,White/Gray,Male,0,1,0,0
A674929,Sugar,2014-04-26 18:17:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Brown Tabby/White,Female,0,1,1,0
A664747,Lincoln,2013-10-13 19:46:00,Adoption,,Dog,Neutered Male,120,Collie Rough/Australian Cattle Dog,White/Brown,Male,0,1,0,0
A691562,,2014-11-10 17:59:00,Adoption,,Dog,Spayed Female,730,Cairn Terrier/Dachshund,Black/Tan,Female,0,0,0,0
A692337,Trixie,2014-12-17 08:03:00,Adoption,Foster,Dog,Spayed Female,730,Cardigan Welsh Corgi Mix,Black/White,Female,0,1,1,0
A719299,,2016-01-26 19:01:00,Transfer,SCRP,Cat,Spayed Female,730,Domestic Shorthair Mix,Blue Tabby/White,Female,0,0,1,0
A682970,,2014-07-10 18:21:00,Adoption,,Dog,Spayed Female,60,Dachshund Longhair Mix,Black/Tan,Female,0,0,1,0
A681353,Lennox,2014-07-12 20:18:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby,Male,0,1,1,1
A673179,Izzy,2014-04-20 16:54:00,Return_to_owner,,Cat,Spayed Female,1825,Domestic Longhair Mix,Cream Tabby,Female,0,1,1,1
A701858,Peaches,2015-05-09 18:27:00,Adoption,,Dog,Spayed Female,90,Chihuahua Shorthair Mix,White/Brown,Female,0,1,1,0
A688058,Sasha,2014-11-17 14:46:00,Adoption,,Dog,Spayed Female,730,Cairn Terrier Mix,Buff/White,Female,0,1,1,0
A706401,Trudy,2015-07-02 12:15:00,Transfer,Partner,Dog,Intact Female,730,Cairn Terrier Mix,Tan/White,Female,1,1,1,0
A672434,Nina,2014-03-28 14:11:00,Transfer,Partner,Dog,Spayed Female,1460,Miniature Poodle Mix,White,Female,0,1,1,1
A686151,Guera,2014-08-27 12:34:00,Transfer,Partner,Dog,Intact Female,365,Chihuahua Shorthair Mix,Brown,Female,1,1,1,1
A682281,Tilly,2014-07-12 16:42:00,Adoption,,Cat,Spayed Female,60,Domestic Shorthair Mix,Brown Tabby,Female,0,1,1,1
A709036,Luke,2015-08-12 16:38:00,Adoption,,Cat,Neutered Male,60,Domestic Shorthair Mix,Silver Tabby,Male,0,1,1,1
A663741,Ivy,2013-11-09 13:02:00,Adoption,,Cat,Spayed Female,60,Domestic Medium Hair Mix,Blue Tabby/White,Female,0,1,1,0
A710274,,2015-10-23 09:00:00,Transfer,SCRP,Cat,Spayed Female,180,Domestic Medium Hair Mix,Blue Tabby,Female,0,0,1,1
A641346,Rome,2015-11-18 00:00:00,Transfer,Partner,Dog,Neutered Male,2555,Doberman Pinsch,Chocolate,Male,0,1,1,1
A691361,Tia,2014-11-25 14:10:00,Transfer,Partner,Cat,Spayed Female,210,Domestic Shorthair Mix,Brown Tabby,Female,0,1,1,1
A720655,,2016-02-18 17:07:00,Adoption,,Dog,Spayed Female,90,Collie Smooth Mix,Brown Brindle/White,Female,0,0,1,0
A691840,Tiffany,2014-11-10 19:38:00,Return_to_owner,,Dog,Intact Female,5840,German Shepherd Mix,Black/Brown,Female,1,1,1,0
A670837,Buddy,2014-01-27 15:55:00,Adoption,,Dog,Neutered Male,365,Schipperke Mix,Black/White,Male,0,1,1,0
A702191,Topper,2015-05-18 13:05:00,Transfer,Partner,Dog,Neutered Male,1095,Chihuahua Shorthair Mix,Tricolor,Male,0,1,1,1
A686853,Minnie,2014-09-01 11:22:00,Return_to_owner,,Dog,Spayed Female,180,Pit Bull Mix,Tan/White,Female,0,1,1,0
A696300,Molly,2015-03-02 17:28:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Medium Hair Mix,Black,Female,0,1,1,1
A697301,Churps,2015-03-09 12:50:00,Transfer,Partner,Cat,Neutered Male,730,Domestic Shorthair Mix,Orange Tabby/White,Male,0,1,1,0
A701019,Tails,2015-04-23 18:34:00,Return_to_owner,,Dog,Neutered Male,1095,Pomeranian Mix,Tan/Buff,Male,0,1,1,0
A718148,,2015-12-24 13:28:00,Transfer,Partner,Cat,Spayed Female,90,Domestic Shorthair,Black,Female,0,0,1,1
A615521,Marley,2015-12-04 18:06:00,Return_to_owner,,Dog,Neutered Male,2190,Labrador Retriever Mix,Tan,Male,0,1,1,1
A660095,Paloma,2014-12-04 17:28:00,Transfer,Partner,Dog,Spayed Female,730,Pit Bull Mix,White,Female,0,1,1,1
A708523,,2015-07-29 13:44:00,Transfer,Partner,Cat,Unknown,28,Domestic Shorthair Mix,Black,NaN,NaN,0,1,1
A647452,Jill,2014-05-04 15:08:00,Return_to_owner,,Dog,Spayed Female,2190,Labrador Retriever Mix,Black/White,Female,0,1,1,0
A719881,Rajah,2016-02-05 14:01:00,Adoption,,Cat,Neutered Male,2190,Ocicat Mix,Chocolate,Male,0,1,1,1
A686923,,2014-09-02 17:42:00,Adoption,,Dog,Spayed Female,1095,Dachshund Mix,Red,Female,0,0,1,1
A412697,Jackie,2016-01-07 12:47:00,Return_to_owner,,Dog,Neutered Male,3650,Parson Russell Terrier Mix,White/Brown,Male,0,1,1,0
A675521,Dismiss,2014-04-01 14:39:00,Return_to_owner,,Cat,Neutered Male,1460,Domestic Shorthair Mix,Cream Tabby,Male,0,1,1,1
A611890,Winston,2014-06-01 15:29:00,Adoption,,Dog,Neutered Male,1095,Toy Poodle/Yorkshire Terrier,Tricolor,Male,0,1,0,1
A715622,Fancy,2015-11-13 13:26:00,Transfer,Partner,Dog,Intact Female,180,Golden Retriever Mix,Tan,Female,1,1,1,1
A664851,Minkus,2013-11-22 18:13:00,Transfer,Partner,Dog,Neutered Male,365,Australian Cattle Dog,Black/White,Male,0,1,1,0
A668253,Scarlett,2013-12-13 18:31:00,Adoption,,Dog,Spayed Female,4380,Australian Shepherd Mix,Brown/White,Female,0,1,1,0
A668901,Fiona,2014-01-12 14:09:00,Transfer,Partner,Dog,Spayed Female,730,American Pit Bull Terrier Mix,Brown/White,Female,0,1,1,0
A664241,Fina,2013-11-01 18:38:00,Adoption,,Dog,Spayed Female,90,Pit Bull Mix,Brown Brindle/White,Female,0,1,1,0
A715154,,2015-11-01 13:43:00,Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair Mix,Black,Male,1,0,1,1
A705606,Villy Pixel,2015-07-05 12:45:00,Adoption,,Cat,Intact Female,60,Domestic Medium Hair Mix,Brown Tabby,Female,1,1,1,1
A698751,Bentley,2015-04-26 15:11:00,Adoption,Foster,Dog,Neutered Male,365,Miniature Poodle/Havanese,White,Male,0,1,0,1
A688677,Zoe,2014-11-19 15:07:00,Return_to_owner,,Cat,Spayed Female,1095,Domestic Shorthair Mix,Torbie,Female,0,1,1,1
A689250,Chrissy,2015-01-01 10:45:00,Adoption,Foster,Cat,Spayed Female,120,Domestic Shorthair Mix,Brown Tabby,Female,0,1,1,1
A696447,,2015-02-08 13:55:00,Transfer,Partner,Dog,Intact Male,30,Chihuahua Shorthair Mix,Brown,Male,1,0,1,1
A702848,Murphy,2015-05-19 16:17:00,Return_to_owner,,Dog,Spayed Female,1825,Jack Russell Terrier Mix,White/Brown,Female,0,1,1,0
A668014,Emma,2013-12-01 17:38:00,Adoption,,Dog,Spayed Female,210,Border Collie/Australian Shepherd,Black/White,Female,0,1,0,0
A669070,Prince C.,2014-04-19 17:51:00,Adoption,,Dog,Neutered Male,1460,Labrador Retriever Mix,Black/White,Male,0,1,1,0
A682248,,2014-07-08 17:23:00,Euthanasia,Aggressive,Dog,Intact Male,730,Pit Bull Mix,White,Male,1,0,1,1
A681871,,2014-06-21 16:37:00,Euthanasia,Suffering,Cat,Intact Female,2920,Domestic Shorthair Mix,Black/White,Female,1,0,1,0
A669483,Canelo,2013-12-22 11:38:00,Return_to_owner,,Dog,Neutered Male,365,Pit Bull Mix,Brown/White,Male,0,1,1,0
A707044,Pepper,2015-07-10 18:36:00,Return_to_owner,,Dog,Spayed Female,1460,Pit Bull Mix,Black,Female,0,1,1,1
A714169,,2015-10-19 19:10:00,Return_to_owner,,Dog,Intact Female,730,Yorkshire Terrier Mix,Black/Tan,Female,1,0,1,0
A647713,Coco,2014-10-04 17:00:00,Adoption,Offsite,Dog,Spayed Female,4380,Chihuahua Shorthair Mix,Chocolate,Female,0,1,1,1
A681339,,2014-07-09 08:28:00,Died,In Foster,Cat,Intact Male,28,Domestic Shorthair Mix,Black/White,Male,1,0,1,0
A686935,,2014-08-29 18:03:00,Transfer,Partner,Cat,Intact Female,28,Domestic Shorthair Mix,Calico,Female,1,0,1,1
A679817,Ruby,2014-05-31 13:56:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Black,Female,1,1,1,1
A680512,,2014-06-03 17:35:00,Transfer,Partner,Cat,Unknown,1,Domestic Shorthair Mix,Black/White,NaN,NaN,0,1,0
A676372,Phillia,2014-04-11 16:56:00,Return_to_owner,,Dog,Spayed Female,240,Siberian Husky Mix,Tricolor,Female,0,1,1,1
A688514,,2014-09-23 17:11:00,Adoption,,Cat,Spayed Female,120,Siamese Mix,Lynx Point,Female,0,0,1,1
A692995,Lunette,2015-02-08 19:07:00,Adoption,,Dog,Spayed Female,730,American Staffordshire Terrier Mix,Black/White,Female,0,1,1,0
A718015,Gilbert,2015-12-28 18:12:00,Transfer,Partner,Dog,Neutered Male,365,Chihuahua Shorthair Mix,Red,Male,0,1,1,1
A715970,Coco,2015-11-25 16:37:00,Adoption,,Dog,Neutered Male,730,Pit Bull Mix,Blue/White,Male,0,1,1,0
A700137,,2015-04-21 08:43:00,Transfer,Partner,Cat,Intact Female,35,Domestic Shorthair Mix,Brown Tabby,Female,1,0,1,1
A671097,Oscar,2014-04-26 14:30:00,Transfer,Partner,Dog,Neutered Male,1095,Pit Bull Mix,White/Blue,Male,0,1,1,0
A704194,Blue,2015-06-03 16:20:00,Return_to_owner,,Dog,Spayed Female,1460,Australian Cattle Dog Mix,Blue Merle,Female,0,1,1,1
A688147,Peanut,2014-10-30 14:05:00,Transfer,Partner,Dog,Neutered Male,730,Chihuahua Shorthair Mix,Brown/White,Male,0,1,1,0
A660054,Ginger,2014-08-09 15:12:00,Adoption,,Dog,Spayed Female,730,Pbgv Mix,White/Tan,Female,0,1,1,0
A691702,,2014-11-10 12:08:00,Euthanasia,Suffering,Cat,Unknown,150,Domestic Shorthair Mix,Black,NaN,NaN,0,1,1
A717751,Lucy,2015-12-14 15:04:00,Return_to_owner,,Dog,Spayed Female,365,Chihuahua Shorthair Mix,Black/Brown Brindle,Female,0,1,1,0
A707904,Loomi,2015-07-26 14:34:00,Adoption,,Dog,Spayed Female,300,Rat Terrier Mix,Black/Brown,Female,0,1,1,0
A708685,Bronson,2015-08-04 17:05:00,Adoption,,Dog,Neutered Male,365,German Shepherd Mix,Sable,Male,0,1,1,1
A683617,Henry,2015-04-25 18:56:00,Adoption,,Dog,Neutered Male,300,Border Terrier,Black/Tan,Male,0,1,1,0
A720340,Carino,2016-02-19 17:27:00,Adoption,,Dog,Neutered Male,730,Chihuahua Shorthair Mix,Tan,Male,0,1,1,1
A666719,Thor,2013-12-04 17:11:00,Adoption,,Cat,Neutered Male,60,Domestic Shorthair Mix,Black Smoke,Male,0,1,1,1
A697423,,2015-02-24 09:00:00,Transfer,SCRP,Cat,Unknown,730,Domestic Shorthair Mix,Orange Tabby/White,NaN,NaN,0,1,0
A718044,,2015-12-20 14:44:00,Transfer,Partner,Cat,Intact Male,30,Domestic Shorthair Mix,Brown Tabby/White,Male,1,0,1,0
A718640,Morty,2016-01-10 12:16:00,Adoption,,Dog,Neutered Male,1825,Cairn Terrier Mix,Black/Gray,Male,0,1,1,0
A678324,Willie,2014-07-11 14:37:00,Transfer,Partner,Dog,Neutered Male,1095,Pit Bull Mix,Blue/White,Male,0,1,1,0
A714315,Kojak,2015-11-04 12:26:00,Adoption,,Cat,Neutered Male,4745,Russian Blue Mix,Blue,Male,0,1,1,1
A702967,Bess,2015-05-22 14:18:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Brown Tabby,Female,1,1,1,1
A707512,Peanut,2015-07-18 19:32:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Black,Male,0,1,1,1
A694241,Napoleon,2015-01-03 18:38:00,Return_to_owner,,Dog,Neutered Male,730,German Shepherd,Black/Tan,Male,0,1,1,0
A695990,Deisel,2015-02-02 14:00:00,Return_to_owner,,Dog,Neutered Male,730,Boxer Mix,White,Male,0,1,1,1
A704995,Ken,2015-08-02 16:07:00,Adoption,,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby,Male,0,1,1,1
A688535,Jake,2014-10-08 15:03:00,Adoption,,Dog,Neutered Male,90,German Shepherd Mix,Brown/Black,Male,0,1,1,0
A702625,Delilah,2015-05-20 00:00:00,Transfer,Partner,Dog,Intact Female,30,Great Pyrenees,White,Female,1,1,1,1
A665368,,2013-10-16 18:40:00,Transfer,Partner,Dog,Intact Female,7,Labrador Retriever Mix,Cream,Female,1,0,1,1
A665135,Josie,2013-10-18 18:54:00,Return_to_owner,,Dog,Spayed Female,365,Black Mouth Cur,Tan/White,Female,0,1,1,0
A672845,Bj,2015-07-05 14:36:00,Return_to_owner,,Cat,Neutered Male,5475,Maine Coon Mix,Brown Tabby,Male,0,1,1,1
A713432,,2015-10-07 09:00:00,Transfer,SCRP,Cat,Intact Male,730,Domestic Shorthair Mix,Black/White,Male,1,0,1,0
A715903,Allie,2015-11-17 18:40:00,Adoption,,Dog,Spayed Female,270,Chihuahua Shorthair Mix,White/Black,Female,0,1,1,0
A611924,Kiwi,2015-07-24 14:08:00,Return_to_owner,,Dog,Neutered Male,1460,Chihuahua Shorthair Mix,Black/White,Male,0,1,1,0
A682505,Sally,2014-07-09 12:01:00,Transfer,Partner,Cat,Intact Female,365,Domestic Shorthair Mix,Brown Tabby/White,Female,1,1,1,0
A693394,Kini,2014-12-07 17:20:00,Euthanasia,Aggressive,Dog,Spayed Female,730,Labrador Retriever Mix,Black,Female,0,1,1,1
A703403,Mustachio,2015-06-29 18:51:00,Adoption,,Cat,Neutered Male,60,Domestic Shorthair Mix,Black/White,Male,0,1,1,0
A712282,Israel,2015-11-20 18:59:00,Adoption,,Dog,Neutered Male,1095,Labrador Retriever Mix,Black,Male,0,1,1,1
A707769,Smokey,2015-07-27 17:45:00,Adoption,,Dog,Neutered Male,730,Chihuahua Shorthair Mix,Brown,Male,0,1,1,1
A689886,Bubblegum,2015-02-25 18:48:00,Adoption,,Cat,Spayed Female,150,Domestic Medium Hair Mix,Black/White,Female,0,1,1,0
A678926,Bombon,2014-05-16 17:37:00,Return_to_owner,,Dog,Neutered Male,1825,Miniature Poodle Mix,Apricot,Male,0,1,1,1
A720167,Fynn,2016-02-12 17:38:00,Adoption,,Dog,Neutered Male,1095,Golden Retriever/Pembroke Welsh Corgi,Yellow,Male,0,1,0,1
A693170,Mila,2014-12-09 11:37:00,Adoption,,Dog,Spayed Female,240,Norfolk Terrier Mix,Black/White,Female,0,1,1,0
A672602,Keiser Soze,2014-04-18 11:50:00,Return_to_owner,,Dog,Neutered Male,2555,Bulldog Mix,Red/White,Male,0,1,1,0
A719278,,2016-01-16 17:10:00,Euthanasia,Suffering,Cat,Unknown,730,Domestic Shorthair Mix,Orange/White,NaN,NaN,0,1,0
A672531,London,2014-02-19 14:51:00,Transfer,Partner,Cat,Spayed Female,365,Domestic Medium Hair Mix,Orange Tabby/White,Female,0,1,1,0
